sentence,aspect_term,sentiment,source_file
It is sleek and lightweight and charges quickly when needed.,charges,positive,Laptop_Train_v2.csv
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",size,positive,Laptop_Train_v2.csv
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",look,positive,Laptop_Train_v2.csv
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",feature,positive,Laptop_Train_v2.csv
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",charge,neutral,Laptop_Train_v2.csv
( The iBook backup also uses a firewire connection).,iBook backup,neutral,Laptop_Train_v2.csv
( The iBook backup also uses a firewire connection).,firewire connection,neutral,Laptop_Train_v2.csv
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",camera,neutral,Laptop_Train_v2.csv
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",specifications,neutral,Laptop_Train_v2.csv
Also the display is exceptional!,display,positive,Laptop_Train_v2.csv
The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot,neutral,Laptop_Train_v2.csv
Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,keyboard shortcuts,positive,Laptop_Train_v2.csv
Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,shortcuts,neutral,Laptop_Train_v2.csv
little short on RAM but you get what you pay for.,RAM,negative,Laptop_Train_v2.csv
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software,negative,Laptop_Train_v2.csv
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",windows media,neutral,Laptop_Train_v2.csv
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",price,positive,Laptop_Train_v2.csv
"THEN, one month after the warranty expired, the replacement charger went.",warranty,neutral,Laptop_Train_v2.csv
"THEN, one month after the warranty expired, the replacement charger went.",replacement charger,negative,Laptop_Train_v2.csv
"I love a ""pc"" but I was ready for a change and tired of the windows system.",windows system,negative,Laptop_Train_v2.csv
"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",cursor,negative,Laptop_Train_v2.csv
"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",mousepad,negative,Laptop_Train_v2.csv
"Other installed features, such as certain printer software, are also most attractive.",features,positive,Laptop_Train_v2.csv
"Other installed features, such as certain printer software, are also most attractive.",printer software,positive,Laptop_Train_v2.csv
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",power,neutral,Laptop_Train_v2.csv
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",memory,neutral,Laptop_Train_v2.csv
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",speed,neutral,Laptop_Train_v2.csv
"It had a seventeen inch screen which I wanted, but I didn't realize at the time it would be such a monster!",seventeen inch screen,conflict,Laptop_Train_v2.csv
"Even doing so, the hinge may just be slightly tightened only.",hinge,neutral,Laptop_Train_v2.csv
"company provides UPS shipping, fast, great!",shipping,positive,Laptop_Train_v2.csv
I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,technician,negative,Laptop_Train_v2.csv
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",DC jack,neutral,Laptop_Train_v2.csv
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",DC jack,neutral,Laptop_Train_v2.csv
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",power brick,neutral,Laptop_Train_v2.csv
"It is easy to use, has great screen quality, and every so light weight.",screen quality,positive,Laptop_Train_v2.csv
"It is easy to use, has great screen quality, and every so light weight.",use,positive,Laptop_Train_v2.csv
"Great product, very easy to use and great graphics.",graphics,positive,Laptop_Train_v2.csv
"Great product, very easy to use and great graphics.",use,positive,Laptop_Train_v2.csv
The iLife software that comes with the computer is so simple to use and produces a great finished product.,iLife software,positive,Laptop_Train_v2.csv
The iLife software that comes with the computer is so simple to use and produces a great finished product.,use,positive,Laptop_Train_v2.csv
The built-in webcam is great for Skype and similar video-chat services.,built-in webcam,positive,Laptop_Train_v2.csv
The shop will definitely push the problem to the service center.,service center,neutral,Laptop_Train_v2.csv
"PC users work in Word, while Mac users work in Pages.",Word,neutral,Laptop_Train_v2.csv
"PC users work in Word, while Mac users work in Pages.",Pages,neutral,Laptop_Train_v2.csv
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",applications,positive,Laptop_Train_v2.csv
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",internet,neutral,Laptop_Train_v2.csv
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",gaming,neutral,Laptop_Train_v2.csv
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.","17"" inch screen",positive,Laptop_Train_v2.csv
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",price-point,positive,Laptop_Train_v2.csv
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",appearance,positive,Laptop_Train_v2.csv
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",boots up,positive,Laptop_Train_v2.csv
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",runs,positive,Laptop_Train_v2.csv
"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.",specifications,negative,Laptop_Train_v2.csv
pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,battery life,positive,Laptop_Train_v2.csv
Disappointing for such a lovely screen and at a reasonable price,screen,positive,Laptop_Train_v2.csv
Disappointing for such a lovely screen and at a reasonable price,price,positive,Laptop_Train_v2.csv
The only bad thing about it is they give you the worst batteries possible.,batteries,negative,Laptop_Train_v2.csv
Good price.,price,positive,Laptop_Train_v2.csv
 THE MOTHERBOARD IS DEAD !,MOTHERBOARD,negative,Laptop_Train_v2.csv
the speed is fine.,speed,positive,Laptop_Train_v2.csv
Hmmm - that high failure rate sure isn't reflected in the retail price.,retail price,negative,Laptop_Train_v2.csv
"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",Microsoft Student Edition,negative,Laptop_Train_v2.csv
Good for every day computing and web browsing.,web browsing,positive,Laptop_Train_v2.csv
Good for every day computing and web browsing.,every day computing,positive,Laptop_Train_v2.csv
"While lacking some of the functions of the other versions, this was very acceptable for the uses planned for this computer.",functions,conflict,Laptop_Train_v2.csv
"  Also, I have had alot of trouble with the keys sticking and will not type correctly.",keys,negative,Laptop_Train_v2.csv
Excellent LED monitor and well equipped.,LED monitor,positive,Laptop_Train_v2.csv
  This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,mother board,negative,Laptop_Train_v2.csv
  This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,hard drive,negative,Laptop_Train_v2.csv
"Without a doubt, the *design* of this laptop is fantastic.",design,positive,Laptop_Train_v2.csv
I couldn't believe how long the battery lasted on a single charge.,battery,positive,Laptop_Train_v2.csv
I couldn't believe how long the battery lasted on a single charge.,charge,positive,Laptop_Train_v2.csv
I could save ten essay papers and have hardly any memory left.,memory,negative,Laptop_Train_v2.csv
"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",gaming,positive,Laptop_Train_v2.csv
"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",screen size,neutral,Laptop_Train_v2.csv
But the biggest pain is that tech support is not available 24/7.,tech support,negative,Laptop_Train_v2.csv
The backlit keys are wonderful when you are working in the dark.,backlit keys,positive,Laptop_Train_v2.csv
"I chose the iBookG4, a laptop that is an attractive computer with a large screen big enough to please anyone.",screen,positive,Laptop_Train_v2.csv
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",Safari internet browser,negative,Laptop_Train_v2.csv
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",firefox,positive,Laptop_Train_v2.csv
"Everything about the Mac is not only visually appealing, but very easy to use.",use,positive,Laptop_Train_v2.csv
I know what 7 hrs of battery looks like.,battery,positive,Laptop_Train_v2.csv
I did not have to call the support line at all.,support line,neutral,Laptop_Train_v2.csv
The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,Windows 7 starter,negative,Laptop_Train_v2.csv
The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,Windows 7,positive,Laptop_Train_v2.csv
THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,KEYBOARD FUNCTION,negative,Laptop_Train_v2.csv
"The DVD drive randomly pops open when it is in my backpack as well, which is annoying.",DVD drive,negative,Laptop_Train_v2.csv
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband,neutral,Laptop_Train_v2.csv
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",microphone,positive,Laptop_Train_v2.csv
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,Linux,neutral,Laptop_Train_v2.csv
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,security-prone OS,neutral,Laptop_Train_v2.csv
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,performs,positive,Laptop_Train_v2.csv
The difference is the Toshiba had a lot more memory and hard drive space.,memory,positive,Laptop_Train_v2.csv
The difference is the Toshiba had a lot more memory and hard drive space.,hard drive space,positive,Laptop_Train_v2.csv
There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,firewire cable system,negative,Laptop_Train_v2.csv
There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,iBook,neutral,Laptop_Train_v2.csv
Seems like maybe a bad shipment from Toshiba.,shipment,negative,Laptop_Train_v2.csv
OS X is solid with lots of innovations such as quicklook which save heaps of time.,OS X,positive,Laptop_Train_v2.csv
OS X is solid with lots of innovations such as quicklook which save heaps of time.,quicklook,positive,Laptop_Train_v2.csv
But other than that I am blown away by all the features this laptop offers.,features,positive,Laptop_Train_v2.csv
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,keyboard,positive,Laptop_Train_v2.csv
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",design,positive,Laptop_Train_v2.csv
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",colors,positive,Laptop_Train_v2.csv
First the screen goes completely out.,screen,negative,Laptop_Train_v2.csv
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,mousepad,positive,Laptop_Train_v2.csv
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,browsing,positive,Laptop_Train_v2.csv
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",PhotoBooth,positive,Laptop_Train_v2.csv
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",program,positive,Laptop_Train_v2.csv
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",built-in camera,positive,Laptop_Train_v2.csv
Many kinds of software that is necessary to the working person is not available and cannot be downloaded.,software,negative,Laptop_Train_v2.csv
I had to pay for the shipping!,shipping,negative,Laptop_Train_v2.csv
"It bluescreened on me without any warning, running simply basic Chrome.",Chrome,negative,Laptop_Train_v2.csv
I took 3-4 years researching brands and prices of laptops.,prices,neutral,Laptop_Train_v2.csv
We researched and found the best price at MacConnection.,price,positive,Laptop_Train_v2.csv
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external dvd drive,negative,Laptop_Train_v2.csv
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external drive,negative,Laptop_Train_v2.csv
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PORTABILITY,positive,Laptop_Train_v2.csv
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PROCESSING,positive,Laptop_Train_v2.csv
I use a cooling pad but it doesn't help.,cooling pad,negative,Laptop_Train_v2.csv
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Supplied software,neutral,Laptop_Train_v2.csv
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,software,positive,Laptop_Train_v2.csv
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Windows,negative,Laptop_Train_v2.csv
I'm tired of the inept service.,service,negative,Laptop_Train_v2.csv
"Garageband is easy to work with, like all the other apple applications I've had experience with.",Garageband,positive,Laptop_Train_v2.csv
"Garageband is easy to work with, like all the other apple applications I've had experience with.",apple applications,positive,Laptop_Train_v2.csv
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,negative,Laptop_Train_v2.csv
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,negative,Laptop_Train_v2.csv
"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",extended warranty,negative,Laptop_Train_v2.csv
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charging,negative,Laptop_Train_v2.csv
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charge,negative,Laptop_Train_v2.csv
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charge,neutral,Laptop_Train_v2.csv
This laptop looked brand new and was shipped very quickly.,shipped,positive,Laptop_Train_v2.csv
"Info: Windows failed to load because the kernal is missing, or corrupt.",Windows,negative,Laptop_Train_v2.csv
"Info: Windows failed to load because the kernal is missing, or corrupt.",kernal,negative,Laptop_Train_v2.csv
"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",display,positive,Laptop_Train_v2.csv
"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",battery life,positive,Laptop_Train_v2.csv
"But the quality, in general was less than the worth of the cheap laptop.",quality,negative,Laptop_Train_v2.csv
In the first moth of owning this computer its hardrive failed which had to be replaced.,hardrive,negative,Laptop_Train_v2.csv
Its also FUN to use!,use,positive,Laptop_Train_v2.csv
"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",graphics,positive,Laptop_Train_v2.csv
"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",screen,positive,Laptop_Train_v2.csv
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",upgraded memory,positive,Laptop_Train_v2.csv
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",applications,neutral,Laptop_Train_v2.csv
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",running,positive,Laptop_Train_v2.csv
"Simple to use, and great graphics.",graphics,positive,Laptop_Train_v2.csv
"Simple to use, and great graphics.",use,positive,Laptop_Train_v2.csv
The internet speed is spectacular.,internet speed,positive,Laptop_Train_v2.csv
They claim call center is still down.,call center,negative,Laptop_Train_v2.csv
Mac also has many apps and programs that are quite cheap or free.,apps,positive,Laptop_Train_v2.csv
Mac also has many apps and programs that are quite cheap or free.,programs,positive,Laptop_Train_v2.csv
"My husband uses it mostly for games, email and music.",games,neutral,Laptop_Train_v2.csv
I just took the broken cords into the Apple store and they gave me new ones.,cords,positive,Laptop_Train_v2.csv
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,neutral,Laptop_Train_v2.csv
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,neutral,Laptop_Train_v2.csv
"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",OS,neutral,Laptop_Train_v2.csv
The computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,fan,negative,Laptop_Train_v2.csv
"I have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.",edges,negative,Laptop_Train_v2.csv
Downfalls: sharp edges.,edges,negative,Laptop_Train_v2.csv
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,carry,neutral,Laptop_Train_v2.csv
The screen is gorgeous - yummy good.,screen,positive,Laptop_Train_v2.csv
"Did I mention everything about it, from size to weight to keyboard screams BULK?",size,negative,Laptop_Train_v2.csv
"Did I mention everything about it, from size to weight to keyboard screams BULK?",weight,negative,Laptop_Train_v2.csv
"Did I mention everything about it, from size to weight to keyboard screams BULK?",keyboard,negative,Laptop_Train_v2.csv
I had it four months when my disc drive refused to open.,disc drive,negative,Laptop_Train_v2.csv
"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",hard drive,neutral,Laptop_Train_v2.csv
"Once again, I was told it was the suspicious  power supply  problem.",power supply,negative,Laptop_Train_v2.csv
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",display,positive,Laptop_Train_v2.csv
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",starts,positive,Laptop_Train_v2.csv
Unable to boot up this brand new laptop.,boot up,negative,Laptop_Train_v2.csv
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Pages,positive,Laptop_Train_v2.csv
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Keynotes,positive,Laptop_Train_v2.csv
" I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",hard drive,negative,Laptop_Train_v2.csv
" I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",mother board,negative,Laptop_Train_v2.csv
" I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",dvd drive,negative,Laptop_Train_v2.csv
"The guy then said that if I insist on having the hinge tightened, they can do it for me but I have to accept the condition after the ""repair"".",hinge,neutral,Laptop_Train_v2.csv
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard,neutral,Laptop_Train_v2.csv
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",port,neutral,Laptop_Train_v2.csv
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",plug,negative,Laptop_Train_v2.csv
"I love the feel of the key board, as well as the trackpad.",key board,positive,Laptop_Train_v2.csv
"I love the feel of the key board, as well as the trackpad.",trackpad,positive,Laptop_Train_v2.csv
Now I have the best of both worlds with all of the power and ease of the Mac!,power,positive,Laptop_Train_v2.csv
Now I have the best of both worlds with all of the power and ease of the Mac!,ease,positive,Laptop_Train_v2.csv
Ease of use is just one of the benefits I love about my Mac.,use,positive,Laptop_Train_v2.csv
-Touchpad will take a bit of time to get used to.,Touchpad,neutral,Laptop_Train_v2.csv
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,connection card,neutral,Laptop_Train_v2.csv
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,negative,Laptop_Train_v2.csv
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,negative,Laptop_Train_v2.csv
"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.",4GB of RAM,neutral,Laptop_Train_v2.csv
"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.",8GB of RAM,neutral,Laptop_Train_v2.csv
"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game,neutral,Laptop_Train_v2.csv
"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",Browsing,positive,Laptop_Train_v2.csv
"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",itunes,positive,Laptop_Train_v2.csv
"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.",price,positive,Laptop_Train_v2.csv
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,negative,Laptop_Train_v2.csv
"My friend just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.",motherboard,negative,Laptop_Train_v2.csv
"  Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",Toshiba customer services,negative,Laptop_Train_v2.csv
Quality Display  I was surprised with the performance and quality of this HP Laptop.,Quality Display,positive,Laptop_Train_v2.csv
Quality Display  I was surprised with the performance and quality of this HP Laptop.,performance,positive,Laptop_Train_v2.csv
Quality Display  I was surprised with the performance and quality of this HP Laptop.,quality,positive,Laptop_Train_v2.csv
The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,negative,Laptop_Train_v2.csv
The internet capabilities are also very strong and picks up signals very easily.,internet capabilities,positive,Laptop_Train_v2.csv
"Its fast, has High definition quality in the videos.",High definition quality,positive,Laptop_Train_v2.csv
"Speakers don't get that loud, but good enough.",Speakers,conflict,Laptop_Train_v2.csv
Another Great thing is the Beast graphics.,Beast graphics,positive,Laptop_Train_v2.csv
The ease of set up was terrific.,set up,positive,Laptop_Train_v2.csv
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,wall charger,neutral,Laptop_Train_v2.csv
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,battery,positive,Laptop_Train_v2.csv
"Screen is crystal clear, yes it's small - but it's a netbook!",Screen,conflict,Laptop_Train_v2.csv
The battery life is probably an hour at best.,battery life,negative,Laptop_Train_v2.csv
This is a review of windows vista system.,windows vista system,neutral,Laptop_Train_v2.csv
"cosmetically, the only thing they changed was 2 of the Function keys at the top.",Function keys,neutral,Laptop_Train_v2.csv
But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,BIOS,negative,Laptop_Train_v2.csv
  There's literally no way to make it sing with Vista.,Vista,negative,Laptop_Train_v2.csv
Screen size is perfect for portable use in any environment.,Screen size,positive,Laptop_Train_v2.csv
"First, it does not have a push button to open the lid.",push button,negative,Laptop_Train_v2.csv
"First, it does not have a push button to open the lid.",lid,neutral,Laptop_Train_v2.csv
"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",Pentium 4,neutral,Laptop_Train_v2.csv
"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",1 GB ram,neutral,Laptop_Train_v2.csv
I now realize that my $900 would have been better spent on a Windows laptop.,Windows,positive,Laptop_Train_v2.csv
) And printing from either word processor is an adventure.,word processor,negative,Laptop_Train_v2.csv
"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device,negative,Laptop_Train_v2.csv
Another included program that is laughable is the chess game.,included program,negative,Laptop_Train_v2.csv
"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",expese,negative,Laptop_Train_v2.csv
"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",Microsoft Office apps,positive,Laptop_Train_v2.csv
"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",internet use,positive,Laptop_Train_v2.csv
"The price was very good, and the product is top quality.",price,positive,Laptop_Train_v2.csv
"The price was very good, and the product is top quality.",quality,positive,Laptop_Train_v2.csv
It played various games without problems and ran aero smoothly and flawlessly.,games,neutral,Laptop_Train_v2.csv
It played various games without problems and ran aero smoothly and flawlessly.,aero,neutral,Laptop_Train_v2.csv
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,neutral,Laptop_Train_v2.csv
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,negative,Laptop_Train_v2.csv
  The screen almost looked like a barcode when it froze.,screen,negative,Laptop_Train_v2.csv
"From the get-go, the M6809 was unsteady in its operation;",operation,negative,Laptop_Train_v2.csv
"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",screen,positive,Laptop_Train_v2.csv
"It even has a great webcam, and Skype works very well.",webcam,positive,Laptop_Train_v2.csv
"It even has a great webcam, and Skype works very well.",Skype,positive,Laptop_Train_v2.csv
"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",machined aluminum frame,positive,Laptop_Train_v2.csv
"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",keyboard,positive,Laptop_Train_v2.csv
You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,parallels type program,positive,Laptop_Train_v2.csv
You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,software,positive,Laptop_Train_v2.csv
This computer I used daily nice compact design.,design,positive,Laptop_Train_v2.csv
"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",ATI graphics card,positive,Laptop_Train_v2.csv
"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",Intel built-in card,positive,Laptop_Train_v2.csv
"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",games,neutral,Laptop_Train_v2.csv
It was hard to handle and operate at school.,handle,negative,Laptop_Train_v2.csv
It was hard to handle and operate at school.,operate,negative,Laptop_Train_v2.csv
It has easy to use features and all the speed and power I could ask for.,features,positive,Laptop_Train_v2.csv
It has easy to use features and all the speed and power I could ask for.,speed,positive,Laptop_Train_v2.csv
It has easy to use features and all the speed and power I could ask for.,power,positive,Laptop_Train_v2.csv
"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",power supply cord,negative,Laptop_Train_v2.csv
"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",Applecare warranty plan,positive,Laptop_Train_v2.csv
I preferred the fit and feel of the 13 inch.,13 inch,positive,Laptop_Train_v2.csv
power supply went bad after 2 weeks --,power supply,negative,Laptop_Train_v2.csv
"The screen takes some getting use to, because it is smaller than the laptop.",screen,negative,Laptop_Train_v2.csv
I regret buying it before understanding how awful it is to use.,use,negative,Laptop_Train_v2.csv
The right speaker did not work.,right speaker,negative,Laptop_Train_v2.csv
