sentence,aspect_term,sentiment,source_file
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,external mouse,neutral,data/semeval_2014_absa.csv
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,negative,data/semeval_2014_absa.csv
"Obviously one of the most important features of any computer is the ""human interface.",features,neutral,data/semeval_2014_absa.csv
"Obviously one of the most important features of any computer is the ""human interface.",human interface,neutral,data/semeval_2014_absa.csv
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",inbuilt applications,negative,data/semeval_2014_absa.csv
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",Software,negative,data/semeval_2014_absa.csv
The body is a bit cheaply made so it will be interesting to see how long it holds up.,body,negative,data/semeval_2014_absa.csv
The i5 blows my desktop out of the water when it comes to rendering videos.,i5,negative,data/semeval_2014_absa.csv
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",antivirus software,neutral,data/semeval_2014_absa.csv
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",firewall,neutral,data/semeval_2014_absa.csv
"Am very glad I bought it, great netbook, low price.",price,positive,data/semeval_2014_absa.csv
The Apple team also assists you very nicely when choosing which computer is right for you :),Apple team,positive,data/semeval_2014_absa.csv
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,negative,data/semeval_2014_absa.csv
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",operating system,neutral,data/semeval_2014_absa.csv
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,negative,data/semeval_2014_absa.csv
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,quality,conflict,data/semeval_2014_absa.csv
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,mouse,positive,data/semeval_2014_absa.csv
"Fan vents to the side, so no cooling pad needed, great feature!",Fan,positive,data/semeval_2014_absa.csv
"Fan vents to the side, so no cooling pad needed, great feature!",cooling pad,neutral,data/semeval_2014_absa.csv
"Fan vents to the side, so no cooling pad needed, great feature!",feature,positive,data/semeval_2014_absa.csv
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software,positive,data/semeval_2014_absa.csv
Wasted me at least 8 hours of installation time.,installation time,negative,data/semeval_2014_absa.csv
"It has far exceeded my expectations for power, storage, and abilitiy.",power,positive,data/semeval_2014_absa.csv
"It has far exceeded my expectations for power, storage, and abilitiy.",storage,positive,data/semeval_2014_absa.csv
"It has far exceeded my expectations for power, storage, and abilitiy.",abilitiy,positive,data/semeval_2014_absa.csv
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",spotlight search,positive,data/semeval_2014_absa.csv
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",feature,positive,data/semeval_2014_absa.csv
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,wireless system,negative,data/semeval_2014_absa.csv
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,Windows 7,neutral,data/semeval_2014_absa.csv
I am enjoying it and the quality it provides is great!,quality,positive,data/semeval_2014_absa.csv
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",battery life,positive,data/semeval_2014_absa.csv
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",speed,positive,data/semeval_2014_absa.csv
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,positive,data/semeval_2014_absa.csv
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",iTunes,positive,data/semeval_2014_absa.csv
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",program,positive,data/semeval_2014_absa.csv
Mac is not made for gaming.,gaming,negative,data/semeval_2014_absa.csv
"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.",battery,negative,data/semeval_2014_absa.csv
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",Apple support,positive,data/semeval_2014_absa.csv
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",techs,positive,data/semeval_2014_absa.csv
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth,negative,data/semeval_2014_absa.csv
I need graphic power to run my Adobe Creative apps efficiently.,graphic power,neutral,data/semeval_2014_absa.csv
I need graphic power to run my Adobe Creative apps efficiently.,Adobe Creative apps,neutral,data/semeval_2014_absa.csv
the programs are esay to use and are quick to process this computer works like a charm.,programs,positive,data/semeval_2014_absa.csv
the programs are esay to use and are quick to process this computer works like a charm.,use,positive,data/semeval_2014_absa.csv
The materials that came with the computer did not include the right # anywhere.,materials,negative,data/semeval_2014_absa.csv
It does not even have the software to play a dvd now.,software,negative,data/semeval_2014_absa.csv
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,Tech support,positive,data/semeval_2014_absa.csv
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,power supply,negative,data/semeval_2014_absa.csv
HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER SUPPLY,negative,data/semeval_2014_absa.csv
Sells for the same as a netbook without sacrificing size.,size,positive,data/semeval_2014_absa.csv
"  upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired.",warranty,neutral,data/semeval_2014_absa.csv
"Windows XP SP2 caused many problems on the computer, so I had to remove it.",Windows XP SP2,negative,data/semeval_2014_absa.csv
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Windows 7 Ultimate,negative,data/semeval_2014_absa.csv
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Bluetooth,negative,data/semeval_2014_absa.csv
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Fingerprint reader,negative,data/semeval_2014_absa.csv
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",software,negative,data/semeval_2014_absa.csv
None of the techs at HP knew what they were doing.,techs at HP,negative,data/semeval_2014_absa.csv
"this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy.",video card,negative,data/semeval_2014_absa.csv
"With awesome graphics and assuring security, it's perfect!",graphics,positive,data/semeval_2014_absa.csv
"With awesome graphics and assuring security, it's perfect!",security,positive,data/semeval_2014_absa.csv
"Laptop was in new condition and operational, but for the audio problem when 1st sent for repair.",audio,negative,data/semeval_2014_absa.csv
I was disappointed when I realized that the keyboard doesn't light up on this model.,keyboard,negative,data/semeval_2014_absa.csv
It runs perfectly.,runs,positive,data/semeval_2014_absa.csv
The laptop was very easy to set up.,set up,positive,data/semeval_2014_absa.csv
  Sometimes the screen even goes black on this computer.,screen,negative,data/semeval_2014_absa.csv
I recommend for word processing and internet users.,word processing,positive,data/semeval_2014_absa.csv
I recommend for word processing and internet users.,internet,positive,data/semeval_2014_absa.csv
Since I've had this computer I've only used the trackpad because it is so nice and smooth.,trackpad,positive,data/semeval_2014_absa.csv
A longer battery life would have been great - but it meets it's spec quite easily.,battery life,conflict,data/semeval_2014_absa.csv
A longer battery life would have been great - but it meets it's spec quite easily.,spec,positive,data/semeval_2014_absa.csv
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",HD,positive,data/semeval_2014_absa.csv
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",graphics chip,positive,data/semeval_2014_absa.csv
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",components,positive,data/semeval_2014_absa.csv
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",DVD burner,positive,data/semeval_2014_absa.csv
Its fast and another thing I like is that it has three USB ports.,USB ports,positive,data/semeval_2014_absa.csv
The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,software,negative,data/semeval_2014_absa.csv
That system is fixed.,system,neutral,data/semeval_2014_absa.csv
"The computer itself was fast, ran smoothly, and had no problems.",ran,positive,data/semeval_2014_absa.csv
Like the price and operation.,price,positive,data/semeval_2014_absa.csv
Like the price and operation.,operation,positive,data/semeval_2014_absa.csv
The brand is tarnished in my heart.,brand,negative,data/semeval_2014_absa.csv
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",components,negative,data/semeval_2014_absa.csv
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",ground loop isolator,neutral,data/semeval_2014_absa.csv
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",price range,negative,data/semeval_2014_absa.csv
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",quality,negative,data/semeval_2014_absa.csv
I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty.,warranty,neutral,data/semeval_2014_absa.csv
"Once open, the leading edge is razor sharp.",leading edge,negative,data/semeval_2014_absa.csv
Loaded with bloatware.,bloatware,neutral,data/semeval_2014_absa.csv
Maximum sound isn't nearly as loud as it should be.,Maximum sound,negative,data/semeval_2014_absa.csv
I loaded windows 7 via Bootcamp and it works flawlessly!,windows 7,positive,data/semeval_2014_absa.csv
I loaded windows 7 via Bootcamp and it works flawlessly!,Bootcamp,positive,data/semeval_2014_absa.csv
"Great Laptop for the price, works well with action pack games.",price,positive,data/semeval_2014_absa.csv
"Great Laptop for the price, works well with action pack games.",action pack games,neutral,data/semeval_2014_absa.csv
"Great Laptop for the price, works well with action pack games.",works,positive,data/semeval_2014_absa.csv
"Although the price is higher then Dell laptops, the Macbooks are worth the dough.",price,negative,data/semeval_2014_absa.csv
I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.,performance,negative,data/semeval_2014_absa.csv
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",twin packing,positive,data/semeval_2014_absa.csv
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",functions,positive,data/semeval_2014_absa.csv
So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.,after sales support,negative,data/semeval_2014_absa.csv
So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.,look,positive,data/semeval_2014_absa.csv
I hate the display screen and I have done everything I could do the change it.,display screen,negative,data/semeval_2014_absa.csv
I also like the acer arcade but these were reallythe only two things I liked about this laptop.,acer arcade,positive,data/semeval_2014_absa.csv
"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.",customer support,positive,data/semeval_2014_absa.csv
"I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.",screen,negative,data/semeval_2014_absa.csv
"I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.",cd drive,negative,data/semeval_2014_absa.csv
It runs very quiet too which is a plus.,runs,positive,data/semeval_2014_absa.csv
but it  has a major design flaw.,design,negative,data/semeval_2014_absa.csv
"It was heavy,bulky, and hard to carry because of the size.",size,negative,data/semeval_2014_absa.csv
The games included are very good games.,games,neutral,data/semeval_2014_absa.csv
The games included are very good games.,games,positive,data/semeval_2014_absa.csv
"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",life,positive,data/semeval_2014_absa.csv
I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,warranty,negative,data/semeval_2014_absa.csv
Sometimes you really have to tap the pad to get it to worki,pad,negative,data/semeval_2014_absa.csv
It's super fast and a great value for the price!,value,positive,data/semeval_2014_absa.csv
It's super fast and a great value for the price!,price,positive,data/semeval_2014_absa.csv
"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.",system performance,negative,data/semeval_2014_absa.csv
"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.",linux based os,negative,data/semeval_2014_absa.csv
A mac is very easy to use and it simply makes sense.,use,positive,data/semeval_2014_absa.csv
"however, I may have inadvertently thrown out one of the batteries with the shipping carton.",batteries,neutral,data/semeval_2014_absa.csv
"however, I may have inadvertently thrown out one of the batteries with the shipping carton.",shipping carton,neutral,data/semeval_2014_absa.csv
It is so much easier to use,use,positive,data/semeval_2014_absa.csv
There is no need to open a program first and the cliick open or import.,program,positive,data/semeval_2014_absa.csv
It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC's.,virus protection,positive,data/semeval_2014_absa.csv
"Three weeks after I bought the netbook, the screen quit working.",screen,negative,data/semeval_2014_absa.csv
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",processor,positive,data/semeval_2014_absa.csv
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",OSX 16,positive,data/semeval_2014_absa.csv
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",graphics,positive,data/semeval_2014_absa.csv
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",hardware,neutral,data/semeval_2014_absa.csv
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",software,neutral,data/semeval_2014_absa.csv
I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.,Intel Core processors,neutral,data/semeval_2014_absa.csv
I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.,HDMI port,neutral,data/semeval_2014_absa.csv
"The Apple will run Internet Explorer, but at an amazingly slow rate.",Internet Explorer,conflict,data/semeval_2014_absa.csv
"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",staff,negative,data/semeval_2014_absa.csv
"The price premium is a little much, but when you start looking at the features it is worth the added cash.",price premium,negative,data/semeval_2014_absa.csv
"The price premium is a little much, but when you start looking at the features it is worth the added cash.",features,positive,data/semeval_2014_absa.csv
I can't say enough of how satisfied I am with their product and help aftermarket.,product and help aftermarket,positive,data/semeval_2014_absa.csv
Microsoft word was not on it andI had to buy it seperately.,Microsoft word,negative,data/semeval_2014_absa.csv
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",usb ports,neutral,data/semeval_2014_absa.csv
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",sd memory card reader,neutral,data/semeval_2014_absa.csv
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",sd memory car expansion,neutral,data/semeval_2014_absa.csv
"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.",LaCie 2Big external drive,neutral,data/semeval_2014_absa.csv
"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.",firewire 800 interface,positive,data/semeval_2014_absa.csv
"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.",Time Machine,neutral,data/semeval_2014_absa.csv
"My Toshiba did not have sound on everything, just certain things.",sound,negative,data/semeval_2014_absa.csv
"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",extra features,positive,data/semeval_2014_absa.csv
"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",windows 7 home premium,positive,data/semeval_2014_absa.csv
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,Acer screen,negative,data/semeval_2014_absa.csv
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,USB port,negative,data/semeval_2014_absa.csv
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,boot,negative,data/semeval_2014_absa.csv
The battery life was shorter than expected.,battery life,negative,data/semeval_2014_absa.csv
It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,fires up,positive,data/semeval_2014_absa.csv
The keyboard is top notch.,keyboard,positive,data/semeval_2014_absa.csv
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,software,negative,data/semeval_2014_absa.csv
The online tutorial videos make it super easy to learn if you have always used a PC.,online tutorial videos,positive,data/semeval_2014_absa.csv
"The image is great, and the soud is excelent.",image,positive,data/semeval_2014_absa.csv
"The image is great, and the soud is excelent.",soud,positive,data/semeval_2014_absa.csv
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,negative,data/semeval_2014_absa.csv
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,boot up,negative,data/semeval_2014_absa.csv
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,shut down,negative,data/semeval_2014_absa.csv
It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,Mac OS,positive,data/semeval_2014_absa.csv
It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,use,positive,data/semeval_2014_absa.csv
"It is well worth the money it cost, Very good investment.",cost,positive,data/semeval_2014_absa.csv
"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Starter,neutral,data/semeval_2014_absa.csv
"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Home Premium,neutral,data/semeval_2014_absa.csv
"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Professional,neutral,data/semeval_2014_absa.csv
This computer had exactly the specifications I needed.,specifications,positive,data/semeval_2014_absa.csv
My kids (and dogs) destroyed two power cords by pulling on them.,power cords,neutral,data/semeval_2014_absa.csv
"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",multi-touch features,positive,data/semeval_2014_absa.csv
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",screen,negative,data/semeval_2014_absa.csv
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",clicking buttons,negative,data/semeval_2014_absa.csv
"Not to mention, the battery life is absolutely amazing.",battery life,positive,data/semeval_2014_absa.csv
Windows also shuts the computer down for no reason without warning.,Windows,negative,data/semeval_2014_absa.csv
not using wired lan not sure what thats about.,wired lan,neutral,data/semeval_2014_absa.csv
The macbook rarely requires a hard reboot.,hard reboot,conflict,data/semeval_2014_absa.csv
Now for the hardware problems.,hardware,negative,data/semeval_2014_absa.csv
Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,hard drive,negative,data/semeval_2014_absa.csv
It's fast and has excellent battery life.,battery life,positive,data/semeval_2014_absa.csv
Apple care included.,Apple care,neutral,data/semeval_2014_absa.csv
Features like the font are very block-like and old school.,font,negative,data/semeval_2014_absa.csv
Features like the font are very block-like and old school.,Features,negative,data/semeval_2014_absa.csv
"It is loaded with programs that is of no good for the average user, that makes it run way to slow.",programs,negative,data/semeval_2014_absa.csv
"It is loaded with programs that is of no good for the average user, that makes it run way to slow.",run,negative,data/semeval_2014_absa.csv
"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",plastic pieces,negative,data/semeval_2014_absa.csv
"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.",2GB RAM stick,neutral,data/semeval_2014_absa.csv
Windows is also rather unsteady on its feet and is susceptible to many bugs.,Windows,negative,data/semeval_2014_absa.csv
"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.",Microsoft Word for Mac,neutral,data/semeval_2014_absa.csv
DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,WARRANTY COMPANY,negative,data/semeval_2014_absa.csv
then on top of it all their cusromer service center is in the middle east.,cusromer service center,negative,data/semeval_2014_absa.csv
The only bad part is the size/weight.,size,negative,data/semeval_2014_absa.csv
The only bad part is the size/weight.,weight,negative,data/semeval_2014_absa.csv
The little battery that it did have would only last about an hour while just having it on the desktop.,battery,negative,data/semeval_2014_absa.csv
I liked the aluminum body.,aluminum body,positive,data/semeval_2014_absa.csv
Its good for playing my apps on Facebook or watching movies.,watching movies,positive,data/semeval_2014_absa.csv
Its good for playing my apps on Facebook or watching movies.,playing,positive,data/semeval_2014_absa.csv
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",build quality,negative,data/semeval_2014_absa.csv
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",performance,negative,data/semeval_2014_absa.csv
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",dock,positive,data/semeval_2014_absa.csv
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",program,neutral,data/semeval_2014_absa.csv
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",program,positive,data/semeval_2014_absa.csv
pretty much everything else about the computer is good it just stops working out of no were.,working,negative,data/semeval_2014_absa.csv
It was truly a great computer costing less than one thousand bucks before tax.,costing,positive,data/semeval_2014_absa.csv
"Waiting for the i7 was well worth it, great value for the price.",price,positive,data/semeval_2014_absa.csv
"Waiting for the i7 was well worth it, great value for the price.",i7,positive,data/semeval_2014_absa.csv
"Now,,,,,my monitor has been acting up for about 2 months.",monitor,negative,data/semeval_2014_absa.csv
"Also, the extended warranty was a problem.",extended warranty,negative,data/semeval_2014_absa.csv
Boots up fast and runs great!,Boots up,positive,data/semeval_2014_absa.csv
Boots up fast and runs great!,runs,positive,data/semeval_2014_absa.csv
Lightweight and the screen is beautiful!,screen,positive,data/semeval_2014_absa.csv
I needed a driver for my HP and they would not help me with out me paying over $50 for it.,driver,neutral,data/semeval_2014_absa.csv
"Call tech support, standard email the form and fax it back in to us.",tech support,neutral,data/semeval_2014_absa.csv
They sent it back with a huge crack in it and it still didn't work.,work,negative,data/semeval_2014_absa.csv
" A coupla months later, they change my hard drive.",hard drive,negative,data/semeval_2014_absa.csv
They say sorry out of warranty.,warranty,negative,data/semeval_2014_absa.csv
I bought this laptop because of the performance to price ratio.,performance,positive,data/semeval_2014_absa.csv
I bought this laptop because of the performance to price ratio.,price,positive,data/semeval_2014_absa.csv
PC never worked right even after BIOS fixed.,BIOS,negative,data/semeval_2014_absa.csv
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",design,positive,data/semeval_2014_absa.csv
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",tech issues,positive,data/semeval_2014_absa.csv
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,size,positive,data/semeval_2014_absa.csv
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,space,negative,data/semeval_2014_absa.csv
The service I received from Toshiba went above and beyond the call of duty.,service,positive,data/semeval_2014_absa.csv
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",memory,negative,data/semeval_2014_absa.csv
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",speed,negative,data/semeval_2014_absa.csv
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",priced,negative,data/semeval_2014_absa.csv
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,internet speed,positive,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",programs,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Garageband,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Photo Booth,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",iPhoto,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",iMovie,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",video-editing,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",movie-making,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",photo management,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",music,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Pages,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Numbers,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Keynote,neutral,data/semeval_2014_absa.csv
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",school or office use,neutral,data/semeval_2014_absa.csv
The screen shows great colors.,screen,positive,data/semeval_2014_absa.csv
The screen shows great colors.,colors,positive,data/semeval_2014_absa.csv
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,positive,data/semeval_2014_absa.csv
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",price,positive,data/semeval_2014_absa.csv
"I have no idea how to burn cd's or to use the web cam, just for starters.",web cam,neutral,data/semeval_2014_absa.csv
"I have no idea how to burn cd's or to use the web cam, just for starters.",burn cd's,neutral,data/semeval_2014_absa.csv
"The 17 inch screen is very large, but the computer is very light.",17 inch screen,negative,data/semeval_2014_absa.csv
